Id,tweet,Likes,Retweets,Date,id,created_at,replies_count,retweets_count,likes_count,hashtags,cashtags,language,link,conversation_id,Jahr,Monat,Tag,time,user_id,username
1663763751919665154,"The Best Cloud #CyberSecurity Books for #CloudComputing Engineers. #BigData #Analytics #DataScience #IoT #IIoT #Python #RStats #TensorFlow #JavaScript #ReactJS #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode 
https://t.co/ihx6qXj223 https://t.co/na6afniQRy",43,26,2023-05-31 04:26:04,1663763751919665154,2023-05-31 04:26:04,1,26,43,"['CyberSecurity', 'CloudComputing', 'BigData', 'Analytics', 'DataScience', 'IoT', 'IIoT', 'Python', 'RStats', 'TensorFlow', 'JavaScript', 'ReactJS', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Books', 'Programming', 'Coding', '100DaysofCode']",[],en,https://twitter.com/gp_pulipaka/status/1663763751919665154,1663763751919665154,2023,5,31,04:26:04,4263007693,gp_pulipaka
1663763740347473923,"Deep Learning Roadmap! #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode   
https://t.co/zKrXhDX04H https://t.co/L7Ptm5H78W",346,94,2023-05-31 04:26:01,1663763740347473923,2023-05-31 04:26:01,3,94,346,"['BigData', 'Analytics', 'DataScience', 'AI', 'MachineLearning', 'IoT', 'IIoT', 'PyTorch', 'Python', 'RStats', 'TensorFlow', 'Java', 'JavaScript', 'ReactJS', 'GoLang', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Programming', 'Coding', '100DaysofCode']",[],en,https://twitter.com/gp_pulipaka/status/1663763740347473923,1663763740347473923,2023,5,31,04:26:01,4263007693,gp_pulipaka
1663752888987062272,"Statistics - A Full University Course on Data Science Basics
☞ https://t.co/snm2Cwzbbz

#python #datascience #machinelearning #deeplearning #ai #artificialintelligence #programming #developer #morioh #softwaredeveloper #computerscience #statistics https://t.co/5PCSLRmPPA",758,193,2023-05-31 03:42:54,1663752888987062272,2023-05-31 03:42:54,4,193,758,"['python', 'datascience', 'machinelearning', 'deeplearning', 'ai', 'artificialintelligence', 'programming', 'developer', 'morioh', 'softwaredeveloper', 'computerscience', 'statistics']",[],en,https://twitter.com/pythoncodequs/status/1663752888987062272,1663752888987062272,2023,5,31,03:42:54,737913022006579200,pythoncodequs
1663656666238267393,"Most people think that you have to be a programming expert to create an AI app.

Not true at all, beginner Python skills are already enough to get you started.

You can easily build the backend of your AI app with just a few lines of code using @LangChainAI Chains.

Here's how 👇 https://t.co/fGUBsNdEkB",75,9,2023-05-30 21:20:33,1663656666238267393,2023-05-30 21:20:33,7,9,75,,[],en,https://twitter.com/Luc_AI_Insights/status/1663656666238267393,1663656666238267393,2023,5,30,21:20:33,1640815237510184960,Luc_AI_Insights
1663591833518080006,"Python is a popular programming language for developing web applications.

And @TomiTokko3 created this intro course to help you learn the basics.

You'll build some projects &amp; cover SQL, APIs, and object-oriented programming concepts. Find it on freeCodeCamp's YouTube channel. https://t.co/texEH33mZE",319,84,2023-05-30 17:02:55,1663591833518080006,2023-05-30 17:02:55,2,84,319,,[],en,https://twitter.com/freeCodeCamp/status/1663591833518080006,1663591833518080006,2023,5,30,17:02:55,1668100142,freeCodeCamp
1663655994348412934,"Data Analytics bootcamp Day 17:

- Python Data Types
- Integers
- Floating Point Numbers 
- Booleans
- NoneType
- Strings

- Variables
- Indexing
- String Slicing

The foundation, to me, is the most important part of any programming language learning. 

Tomorrow we continue with Data Structures.",44,10,2023-05-30 21:17:52,1663655994348412934,2023-05-30 21:17:52,3,10,44,,[],en,https://twitter.com/thenaijacarguy/status/1663655994348412934,1663655994348412934,2023,5,30,21:17:52,199356508,thenaijacarguy
1663589142876528640,"How to go viral on tech twitter:

Python vs JavaScript
I'm 12 and I sold my 20th startup  
HTML is a programming language 
As a developer, do you drink water?
ChatGPT is just the tip of the iceberg....",39,0,2023-05-30 16:52:14,1663589142876528640,2023-05-30 16:52:14,10,0,39,,[],en,https://twitter.com/SuhailKakar/status/1663589142876528640,1663589142876528640,2023,5,30,16:52:14,1019566485000347648,SuhailKakar
1663561131460542468,"Machine Learning Roadmap:

• Introduction to Python Programming (Udacity)
• Machine Learning Crash Course (Google)
• Machine Learning (Coursera)

In that order. They are all free.

Make sure you follow @abacusai! There's a lot more coming.",209,56,2023-05-30 15:00:55,1663561131460542468,2023-05-30 15:00:55,4,56,209,,[],en,https://twitter.com/abacusai/status/1663561131460542468,1663561131460542468,2023,5,30,15:00:55,1116005290762067969,abacusai
1663530922984058880,"Python Libraries and Frameworks. #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode 
https://t.co/xVn5LSbiuW https://t.co/RCA2qRgFk8",315,104,2023-05-30 13:00:53,1663530922984058880,2023-05-30 13:00:53,0,104,315,"['BigData', 'Analytics', 'DataScience', 'AI', 'MachineLearning', 'IoT', 'IIoT', 'PyTorch', 'Python', 'RStats', 'TensorFlow', 'Java', 'JavaScript', 'ReactJS', 'GoLang', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Programming', 'Coding', '100DaysofCode']",[],en,https://twitter.com/gp_pulipaka/status/1663530922984058880,1663530922984058880,2023,5,30,13:00:53,4263007693,gp_pulipaka
1663526258318225408,"Distributed Machine Learning with #Python. #BigData #Analytics #DataScience #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode 
https://t.co/rgQojEXFkv https://t.co/hdVebeq2mn",125,40,2023-05-30 12:42:21,1663526258318225408,2023-05-30 12:42:21,1,40,125,"['Python', 'BigData', 'Analytics', 'DataScience', 'IoT', 'IIoT', 'PyTorch', 'Python', 'RStats', 'TensorFlow', 'Java', 'JavaScript', 'ReactJS', 'GoLang', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Books', 'Programming', 'Coding', '100DaysofCode']",[],en,https://twitter.com/gp_pulipaka/status/1663526258318225408,1663526258318225408,2023,5,30,12:42:21,4263007693,gp_pulipaka
1663442870320386048,"Build Subplots in Python Using plt.subplots()
☞ https://t.co/Ur5RVItbCY

#python #programming #developer #morioh #programmer #coding #softwaredeveloper #computerscience #webdev #webdeveloper #webdevelopment",52,20,2023-05-30 07:11:00,1663442870320386048,2023-05-30 07:11:00,0,20,52,"['python', 'programming', 'developer', 'morioh', 'programmer', 'coding', 'softwaredeveloper', 'computerscience', 'webdev', 'webdeveloper', 'webdevelopment']",[],en,https://twitter.com/pythoncodequs/status/1663442870320386048,1663442870320386048,2023,5,30,07:11:00,737913022006579200,pythoncodequs
1663403108397883393,"Make a Weather App in Python | Weather API | Python Project
#python #web #programming #data #developer
https://t.co/H55rhpRU7a",392,115,2023-05-30 04:33:00,1663403108397883393,2023-05-30 04:33:00,12,115,392,"['python', 'web', 'programming', 'data', 'developer']",[],en,https://twitter.com/PythonPr/status/1663403108397883393,1663403108397883393,2023,5,30,04:33:00,855384627975831553,PythonPr
1663393395304284160,Learn Python by Building 12 Projects  ☞ https://t.co/KQPnzchcfQ  #python #programming #developer #coding  #datascience #machinelearning #deeplearning,557,176,2023-05-30 03:54:24,1663393395304284160,2023-05-30 03:54:24,2,176,557,"['python', 'programming', 'developer', 'coding', 'datascience', 'machinelearning', 'deeplearning']",[],en,https://twitter.com/machinelearnflx/status/1663393395304284160,1663393395304284160,2023,5,30,03:54:24,4820804277,machinelearnflx
1663390277069942786,"Follow this Step-by-Step Deep Learning Roadmap- https://t.co/zutcg3h6nt

#DataScientist #Programming #Coding #100DaysofCode #SQL #Python #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #TensorFlow #AI #AINews #sqltrain #SQLServer #Statistics #TensorFlow #pandas https://t.co/M1KDhhB61U",168,39,2023-05-30 03:42:01,1663390277069942786,2023-05-30 03:42:01,1,39,168,"['DataScientist', 'Programming', 'Coding', '100DaysofCode', 'SQL', 'Python', 'BigData', 'Analytics', 'DataScience', 'AI', 'MachineLearning', 'IoT', 'IIoT', 'TensorFlow', 'AI', 'AINews', 'sqltrain', 'SQLServer', 'Statistics', 'TensorFlow', 'pandas']",[],en,https://twitter.com/tut_ml/status/1663390277069942786,1663390277069942786,2023,5,30,03:42:01,1235858964102787077,tut_ml
1663388508445351936,"Learn Django by Building a Collaborative Filtering
☞ https://t.co/xivei4PldA

#django #python #programming #developer #morioh #programmer #coding #softwaredeveloper #computerscience #webdev #webdeveloper #webdevelopment",133,42,2023-05-30 03:34:59,1663388508445351936,2023-05-30 03:34:59,0,42,133,"['django', 'python', 'programming', 'developer', 'morioh', 'programmer', 'coding', 'softwaredeveloper', 'computerscience', 'webdev', 'webdeveloper', 'webdevelopment']",[],en,https://twitter.com/pythoncodequs/status/1663388508445351936,1663388508445351936,2023,5,30,03:34:59,737913022006579200,pythoncodequs
1663339803536965632,145 Data Science Projects solved &amp; explained with Python  Link: https://t.co/k5Isf3b4E7 #DataScience #dataanalysis #DataAnalytics #dataScientist #machinelearning #python #pythonprogramming  #artificialintelligence #ai #datascience,718,250,2023-05-30 00:21:27,1663339803536965632,2023-05-30 00:21:27,3,250,718,"['DataScience', 'dataanalysis', 'DataAnalytics', 'dataScientist', 'machinelearning', 'python', 'pythonprogramming', 'artificialintelligence', 'ai', 'datascience']",[],en,https://twitter.com/machinelearnflx/status/1663339803536965632,1663339803536965632,2023,5,30,00:21:27,4820804277,machinelearnflx
1663311504748208128,"Understand and Use *args and **kwargs in Python
#python #programming
https://t.co/JzZfT7qys1",324,84,2023-05-29 22:29:00,1663311504748208128,2023-05-29 22:29:00,1,84,324,"['python', 'programming']",[],en,https://twitter.com/PythonPr/status/1663311504748208128,1663311504748208128,2023,5,29,22:29:00,855384627975831553,PythonPr
1663289115037540352,"5 Things You're Doing Wrong When Programming in Python
#python #programming
 https://t.co/qUeQodNxLX",259,61,2023-05-29 21:00:02,1663289115037540352,2023-05-29 21:00:02,1,61,259,"['python', 'programming']",[],en,https://twitter.com/Python_Dv/status/1663289115037540352,1663289115037540352,2023,5,29,21:00:02,743780794997547008,Python_Dv
1663288495656321026,"Hey, if anyone is interested in reviewing my book of Python programming challenges for beginners, please send me a DM.

The book is free on my website: https://t.co/LPUd65oWVf",46,11,2023-05-29 20:57:34,1663288495656321026,2023-05-29 20:57:34,4,11,46,,[],en,https://twitter.com/AlSweigart/status/1663288495656321026,1663288495656321026,2023,5,29,20:57:34,14738418,AlSweigart
1663250368484999168,"The Best Deep Learning Books to Read! #BigData #Analytics #DataScience #IoT #IIoT #PyTorch #Python #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Books #Programming #Coding #100DaysofCode
https://t.co/uJsN15HrNJ https://t.co/I0ButtPG4I",60,28,2023-05-29 18:26:04,1663250368484999168,2023-05-29 18:26:04,0,28,60,"['BigData', 'Analytics', 'DataScience', 'IoT', 'IIoT', 'PyTorch', 'Python', 'RStats', 'TensorFlow', 'Java', 'JavaScript', 'ReactJS', 'GoLang', 'CloudComputing', 'Serverless', 'DataScientist', 'Linux', 'Books', 'Programming', 'Coding', '100DaysofCode']",[],en,https://twitter.com/gp_pulipaka/status/1663250368484999168,1663250368484999168,2023,5,29,18:26:04,4263007693,gp_pulipaka
1663250367633563650,"Free eBook: #Python for Everybody. #BigData #Analytics #DataScience 
#AI #MachineLearning #IoT #IIoT #RStats #TensorFlow #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Books #Linux #Statistics #Programming #Coding #100DaysofCode 
https://t.co/SB0tMPuJGH https://t.co/vmv95vA2Sb",210,72,2023-05-29 18:26:03,1663250367633563650,2023-05-29 18:26:03,1,72,210,"['Python', 'BigData', 'Analytics', 'DataScience', 'AI', 'MachineLearning', 'IoT', 'IIoT', 'RStats', 'TensorFlow', 'JavaScript', 'ReactJS', 'GoLang', 'CloudComputing', 'Serverless', 'DataScientist', 'Books', 'Linux', 'Statistics', 'Programming', 'Coding', '100DaysofCode']",[],en,https://twitter.com/gp_pulipaka/status/1663250367633563650,1663250367633563650,2023,5,29,18:26:03,4263007693,gp_pulipaka
1663224333697945600,"#ICPAC staff from data, Climate & hydrology sections are attending a Python training supported by the @D2E_Project  which aims at enhancing the technical capacity on programming as well as readiness for CUWALID (Climate into Useful Water and Land information for Dryland) hydrological model Application in the region.",23,13,2023-05-29 16:42:37,1663224333697945600,2023-05-29 16:42:37,0,13,23,['ICPAC'],[],en,https://twitter.com/icpac_igad/status/1663224333697945600,1663224333697945600,2023,5,29,16:42:37,605398694,icpac_igad
1663197189294759936,"In 2016 when I joined my BTech, I was someone who didn't love programming and CS  was only subject I didn't get A1 in my class 12 boards. I was taught  Python by a wonderful teacher. She taught us in a beginner friendly way  and encouraged anyone to ask doubts. https://t.co/tNLk0rVA1v",60,3,2023-05-29 14:54:45,1663197189294759936,2023-05-29 14:54:45,3,3,60,,[],en,https://twitter.com/kurianbenoy2/status/1663197189294759936,1663197189294759936,2023,5,29,14:54:45,1003452972875911169,kurianbenoy2
1663150821431812097,"💥🤖#ChatGpt4➡️What are the5⃣New Features You Need to Know About❓

v/@SocialCodee 
#AI #MachineLearning #Python #GenerativeAI #ChatGPT #ML #Robotics #ehealth #Technology #Robots #IoT #DataScience #CloudComputing #Robotics #Bigdata #programming #tech #innovation @sonu_monika @enilev @Jagersbergknut @chidambara09 @labordeolivier @BetaMoroney @tlloydjones @Nicochan33 @jeancayeux @RLDI_Lamy @pierrepinna @pierrecappelli @pchamard @JeromeMONANGE @thierry_pires @vanivina9 @MaiaGabunia @amalmerzouk @NewsNeus @KanezaDiane @mary_gambara @PawlowskiMario @XavierAncelin @drsharwood @kalydeoo @AnthonyRochand @Sharleneisenia @1OFFGINGER @smaksked @CurieuxExplorer @ipfconline1
@LavaletteAstrid @andresvilarino @FrRonconi @mdrechsler @fernandolofrano @gvalan @HeinzVHoenen @EstelaMandela @bimedotcom @dinisguarda @fogle_shane @FmFrancoise @nafisalam @Eli_Krumova @Hana_ElSayyed @Mhcommunicate @EduardoValenteI @theomitsa",102,67,2023-05-29 11:50:30,1663150821431812097,2023-05-29 11:50:30,14,67,102,"['ChatGpt4', 'AI', 'MachineLearning', 'Python', 'GenerativeAI', 'ChatGPT', 'ML', 'Robotics', 'ehealth', 'Technology', 'Robots', 'IoT', 'DataScience', 'CloudComputing', 'Robotics', 'Bigdata', 'programming', 'tech', 'innovation']",[],en,https://twitter.com/Khulood_Almani/status/1663150821431812097,1663150821431812097,2023,5,29,11:50:30,1403861754808049666,Khulood_Almani
1663096882183258113,"2. Learn Python basics for Data Analysis

This course is designed to teach you the fundamentals of the Python programming language, especially for the purpose of data analysis. 

Check here 👇

https://t.co/q8SIIUytbM https://t.co/4j2dKDFqgJ",158,23,2023-05-29 08:16:10,1663096882183258113,2023-05-29 08:16:10,1,23,158,,[],en,https://twitter.com/hasantoxr/status/1663096882183258113,1663096822636638209,2023,5,29,08:16:10,1506055005992026115,hasantoxr
1663086010501148672,"Control #elecfreaks Cutebot micro:bit with the phone😘
🛒https://t.co/TsSHAbfN4S

#coding #microbit #cutebot #diy #movil #phone #programming #python #app #bluetooth #creation #toys #codingtoys #stem #stemeducation #edtech #kid #tech #teacher  #computer #computerscience https://t.co/bCsa47Eo6n",37,8,2023-05-29 07:32:58,1663086010501148672,2023-05-29 07:32:58,1,8,37,"['elecfreaks', 'coding', 'microbit', 'cutebot', 'diy', 'movil', 'phone', 'programming', 'python', 'app', 'bluetooth', 'creation', 'toys', 'codingtoys', 'stem', 'stemeducation', 'edtech', 'kid', 'tech', 'teacher', 'computer', 'computerscience']",[],en,https://twitter.com/elecfreaks/status/1663086010501148672,1663086010501148672,2023,5,29,07:32:58,272739637,elecfreaks
1663080231148695552,"Check If A Dictionary is Empty in Python
☞ https://t.co/o0NyepU9aC

#python #empty #dictionary #programming #developer #morioh #programmer #coding #softwaredeveloper #computerscience #webdev #webdeveloper #webdevelopment",99,21,2023-05-29 07:10:00,1663080231148695552,2023-05-29 07:10:00,0,21,99,"['python', 'empty', 'dictionary', 'programming', 'developer', 'morioh', 'programmer', 'coding', 'softwaredeveloper', 'computerscience', 'webdev', 'webdeveloper', 'webdevelopment']",[],en,https://twitter.com/pythoncodequs/status/1663080231148695552,1663080231148695552,2023,5,29,07:10:00,737913022006579200,pythoncodequs
